_id,airline,flightNumber,flightDate,message,version
3ee5a632-0cb4-4866-85a2-357f5a0c880b,AY,0307,2024-04-12,Don't forget to fuel.,1
1a53642f-73d1-44b2-994e-5eef89f54cb4,AY,0016,2023-10-14,Don't forget to fuel.,1
bac064c1-bdd0-420a-a88d-2968a4c5b625,AY,0077,2023-06-28,Don't forget to fuel.,1
a9355da4-127d-4a65-8b01-fb442d2ec610,AY,0235,2024-12-02,Don't forget to fuel.,1
7935e42b-c1a4-4af7-84f9-ade84433dd4f,AY,0808,2024-02-27,Don't forget to fuel.,1
5113b747-bbd4-4eda-9c4b-93e1520a1b92,AY,0547,2023-01-22,Don't forget to fuel.,1
35f7cf38-d64b-42c1-ba98-0728519ffcad,AY,2767,2023-01-19,Don't forget to fuel.,1
b9ca53a1-cfce-4712-a5b5-d16758c4ca20,AY,3986,2023-07-13,Don't forget to fuel.,1
a5ab21f5-fdfc-4347-9a40-371d58902279,AY,4885,2023-11-09,Don't forget to fuel.,1
1b2326ae-a694-46c6-816c-ab7a2afff30e,AY,5305,2024-09-16,Don't forget to fuel.,1
a90f2187-3eea-4372-971a-835a48566b73,AY,8271,2024-01-31,Don't forget to fuel.,1
82490a80-2d6c-4fcd-b35e-a8b414f968d0,AY,5722,2023-10-15,Don't forget to fuel.,1
f4bcfadb-c44a-4311-a1ff-4da0bd9144d2,AY,2512,2024-04-06,Don't forget to fuel.,1
8aac179c-145a-4819-b4de-34b99e5150e2,AY,8320,2024-12-04,Don't forget to fuel.,1
fffb9035-bef1-4d98-b895-0793f210a1a5,AY,3246,2023-02-12,Don't forget to fuel.,1
57d8ce47-7570-48ad-a838-70214cfccd12,AY,2000,2024-01-01,Don't forget to fuel.,1
10317623-5537-4c66-803a-9499e8f0d78a,AY,0313,2023-10-06,Don't forget to fuel.,1
edb4fe4a-470b-485e-b3f5-1ae2b11dba74,AY,0446,2023-05-03,Don't forget to fuel.,1
da776e8a-f3d8-448c-8dbc-1f9e673959ed,AY,8039,2023-10-07,Don't forget to fuel.,1
1705416f-01df-447e-acb5-27d619fcb15e,AY,3982,2024-11-17,Don't forget to fuel.,1
2464c600-298e-46da-8167-cb10730340ed,AY,7152,2023-02-10,Don't forget to fuel.,1
74fe8691-cf8c-4085-80a7-daf3b8b73707,AY,9566,2023-10-27,Don't forget to fuel.,1
9d2f0618-762c-4e80-8b85-7b280b254f77,AY,2770,2023-02-04,Don't forget to fuel.,1
b11ffd0f-e368-499c-9eb5-07cfcedaeaac,AY,0722,2024-10-02,Don't forget to fuel.,1
2bff2a13-2988-4236-a41c-9233c63ba819,AY,0275,2024-09-06,Don't forget to fuel.,1
c69228e0-f7c6-4965-915e-3006558cb5ba,AY,9004,2023-08-02,Don't forget to fuel.,1
4a781e19-4bf8-43c8-8618-dbf6e5ad67ec,AY,3846,2024-08-10,Don't forget to fuel.,1
fce6d34b-582a-4dde-b3e6-282428e2c9b0,AY,1535,2023-02-16,Don't forget to fuel.,1
c2f46004-9021-42c6-a5a2-cd9a46fa72d1,AY,1794,2023-10-03,Don't forget to fuel.,1
aa807c83-c950-4a47-9ace-32d52ed942cc,AY,9521,2024-02-28,Don't forget to fuel.,1
743a8804-c1fc-4d81-80df-24549e535f9f,AY,1746,2024-02-14,Don't forget to fuel.,1
26c3eeb2-f591-455f-b2ac-6b2c1e700055,AY,8653,2024-04-07,Don't forget to fuel.,1
bc0f6816-fbfa-4c91-9c94-f576795c39c2,AY,1387,2023-06-21,Don't forget to fuel.,1
b88347cc-51ca-4a92-8d6f-843fa69a7c39,AY,6491,2023-09-22,Don't forget to fuel.,1
3048c66c-65cc-4096-ba77-6812c365b506,AY,5622,2024-01-28,Don't forget to fuel.,1
6504cb73-aa29-4127-ae41-ebbbde3cb389,AY,7209,2024-08-22,Don't forget to fuel.,1
27ae82ae-0c64-4952-8170-2b86aaa0f121,AY,4617,2024-03-11,Don't forget to fuel.,1
e7f658f7-e0e8-494a-9edc-3d5090276947,AY,8568,2023-05-04,Don't forget to fuel.,1
4b8bc612-978c-45e9-baac-d7ca4c5c0ef5,AY,3167,2024-08-01,Don't forget to fuel.,1
01973dd7-5c5d-462e-8c88-dbdbed59aa43,AY,1014,2023-08-08,Don't forget to fuel.,1
03296e03-b683-4f2b-81df-0702bd47aee5,AY,7628,2023-04-16,Don't forget to fuel.,1
5fd6be8c-0337-43a7-b2b1-30696e4ced2a,AY,5259,2023-07-20,Don't forget to fuel.,1
576b5c43-b874-42f9-9d71-412f74950925,AY,2371,2024-05-19,Don't forget to fuel.,1
f1abd2c5-491c-45fd-8284-e61c723986d1,AY,7872,2023-06-28,Don't forget to fuel.,1
85069cec-d1ee-4efb-9976-d3025a7a49e8,AY,2916,2023-07-14,Don't forget to fuel.,1
6a4692e0-409d-4607-ae2a-cd2582ed7700,AY,5082,2024-06-03,Don't forget to fuel.,1
dc068347-5ed8-4770-82b4-45953141b3e4,AY,9139,2024-02-02,Don't forget to fuel.,1
9d3a2fea-bcad-497c-bb0e-6f8b3b84d3fe,AY,0274,2023-03-26,Don't forget to fuel.,1
c76d227d-40f8-4aa9-a17d-0691a3144381,AY,8582,2024-01-18,Don't forget to fuel.,1
57fcefae-77ba-4923-aa44-70416bbde42d,AY,0286,2023-06-11,Don't forget to fuel.,1
26f01abd-3bae-4568-bf05-8317434c55bf,AY,9892,2024-07-01,Don't forget to fuel.,1
89c10678-e71f-43bc-996c-02edb4dafbfa,AY,4933,2023-07-16,Don't forget to fuel.,1
6de24607-5146-4f42-b674-d02115fd6c05,AY,8036,2024-07-17,Don't forget to fuel.,1
ab047f5d-debb-43fb-b743-a265a9732ed9,AY,3368,2024-02-26,Don't forget to fuel.,1
b24773fb-8f8e-4e26-9ffe-7d3fc36874ba,AY,6137,2024-06-06,Don't forget to fuel.,1
12272f94-8ab8-43b3-a668-e58cf5ddf768,AY,9483,2024-07-10,Don't forget to fuel.,1
f5172ffc-cb65-43ca-a24d-13d8b1f1c12c,AY,2036,2023-06-18,Don't forget to fuel.,1
0fe9bbb4-5f2c-4ade-b745-7c6937bd1ce0,AY,7074,2024-08-16,Don't forget to fuel.,1
bd01aa2b-d017-4323-9176-a992ddd90571,AY,5817,2024-12-21,Don't forget to fuel.,1
90697a22-aeb9-4e75-88d1-dae0fb3ea93d,AY,4469,2023-11-11,Don't forget to fuel.,1
2f632e7f-10bd-4251-acab-e20408e04d11,AY,8195,2024-02-24,Don't forget to fuel.,1
f3278a7c-8d26-4328-92c8-646d09b28c0a,AY,6320,2023-04-09,Don't forget to fuel.,1
5192cc1e-fd6b-4543-8479-276154b2d31d,AY,7382,2023-02-27,Don't forget to fuel.,1
20ec44ff-0e82-4c43-8428-c6404b49581e,AY,0495,2023-12-09,Don't forget to fuel.,1
203fb017-07f3-4530-a61c-1a6da7e5b5eb,AY,1224,2023-07-02,Don't forget to fuel.,1
38484d83-fa12-4ae8-b44d-afcbdf2e13c9,AY,1718,2024-12-26,Don't forget to fuel.,1
2afffa1f-b41c-45e1-8ca3-92847d4548fc,AY,4140,2024-07-19,Don't forget to fuel.,1
2dfbcf26-06e5-4d05-a3e8-b77cf9f50c47,AY,8461,2023-02-13,Don't forget to fuel.,1
89f2298a-dd46-4fd3-98fe-678a15a0430d,AY,4287,2023-07-06,Don't forget to fuel.,1
a205c7f9-0179-4ee2-8c76-97c8abe52e13,AY,6893,2024-06-26,Don't forget to fuel.,1
b8d4f2c9-322e-42c9-be80-75438b6d09ad,AY,7427,2024-05-04,Don't forget to fuel.,1
570c494b-3fa2-4c87-a6fe-bb2f400a6eb3,AY,0182,2023-10-09,Don't forget to fuel.,1
5b1066ec-6a98-4906-a517-c61188c2f977,AY,4465,2024-09-25,Don't forget to fuel.,1
7212ba89-1a37-4344-95f5-a76d4a7f6c00,AY,9873,2023-01-02,Don't forget to fuel.,1
12ff2317-982e-41b4-a7df-e1b32d9fd0fd,AY,9436,2023-11-03,Don't forget to fuel.,1
f05cd0e1-5c81-4dd0-be38-21b7872d85e8,AY,9545,2024-08-06,Don't forget to fuel.,1
8d9d3d1a-222a-409d-8b9d-faf6425ece32,AY,1038,2023-01-20,Don't forget to fuel.,1
4c88c016-63d0-4196-b1d6-d4dcc3d717ac,AY,3175,2023-02-26,Don't forget to fuel.,1
ef07c0dc-5524-47b8-966a-c1bacf3c6b75,AY,4824,2023-02-01,Don't forget to fuel.,1
55bb3345-ca61-41af-9be2-c90e49c45465,AY,3344,2024-12-22,Don't forget to fuel.,1
ad4c5d26-a11f-4c5f-89f3-0654380722ad,AY,3642,2024-01-11,Don't forget to fuel.,1
d7b64cc7-0f29-476d-a05f-8063378e91c5,AY,1611,2024-03-14,Don't forget to fuel.,1
0a55bb18-6877-4ce2-8179-c36919bb03c9,AY,8619,2023-08-23,Don't forget to fuel.,1
3942e831-2562-4d12-aa2d-d6c0de11b8e8,AY,9996,2024-10-11,Don't forget to fuel.,1
7529b601-9371-42a3-a42c-d0e89731fdf0,AY,6901,2023-04-02,Don't forget to fuel.,1
6f4cf14e-1bce-4a75-bc97-510c496e1abf,AY,4294,2024-07-20,Don't forget to fuel.,1
372d4f6a-e580-4780-87fc-6c635c361307,AY,7429,2024-09-08,Don't forget to fuel.,1
1d8fb3cc-9eb2-4914-8fea-c24c26126770,AY,7364,2023-06-07,Don't forget to fuel.,1
32f9c8a9-ba9f-42f3-a5d5-5dd46c4096dc,AY,3698,2024-09-18,Don't forget to fuel.,1
8c6284e8-ffe4-4b30-be18-226b79d0fef3,AY,5361,2024-05-10,Don't forget to fuel.,1
1270cb49-5e47-4826-aed9-473bda41a5fd,AY,0455,2023-04-27,Don't forget to fuel.,1
535a8703-d7fc-444c-997d-b82930bae93c,AY,3794,2024-11-23,Don't forget to fuel.,1
31cbec0a-e098-4221-8b83-0b4f045b5421,AY,0177,2023-08-11,Don't forget to fuel.,1
27fb3057-d865-4675-84cc-df146e02f4d3,AY,4022,2024-11-03,Don't forget to fuel.,1
0e3ae63d-1cec-4dee-8d69-8ac3fc82e38d,AY,6961,2023-04-10,Don't forget to fuel.,1
2d2abc90-ea4f-4486-81e0-d24e8cb78402,AY,9669,2023-11-05,Don't forget to fuel.,1
e9ef0aaa-0c8d-4daa-b2ad-fe7c740509c7,AY,0932,2023-12-16,Don't forget to fuel.,1
c03ec599-b44a-4598-bb96-8e8123982e89,AY,9909,2023-02-12,Don't forget to fuel.,1
65d9493b-8f89-4ec8-b72d-f2c707209155,AY,2115,2024-03-30,Don't forget to fuel.,1
fa264120-edb8-4b4a-9a32-7a283a90c8f9,AY,9372,2023-09-12,Don't forget to fuel.,1
d26c143b-80ae-41e7-89ff-adfb975fb3b8,AY,2755,2023-07-13,Don't forget to fuel.,1
ef2fae4b-6ad3-46bb-86f5-1cca6c9472e6,AY,7195,2023-04-01,Don't forget to fuel.,1
39fa312a-b552-4f10-a25e-d9a05b5089d1,AY,3789,2023-09-03,Don't forget to fuel.,1
6d1da2a2-a7cd-428a-991f-493b26940f29,AY,2639,2023-11-23,Don't forget to fuel.,1
40dc82cf-aa35-4a73-899c-9c80979a1aa6,AY,2573,2023-05-18,Don't forget to fuel.,1
95db998f-1242-4dbd-a751-124ac0ab3da6,AY,8673,2023-05-25,Don't forget to fuel.,1
ab24ce15-5d6b-43bb-ab61-c1c309778d1c,AY,4828,2024-10-14,Don't forget to fuel.,1
bab68e67-5fff-4bf2-843e-49756f8e0001,AY,6826,2024-05-29,Don't forget to fuel.,1
d3e6b980-e0e0-4e3c-a896-69992f21102b,AY,7870,2024-12-07,Don't forget to fuel.,1
c7bcc059-9f09-47af-a678-42c1723add5f,AY,4168,2024-09-10,Don't forget to fuel.,1
296d8a13-a195-416e-8e27-12402ead3fc2,AY,8391,2023-06-15,Don't forget to fuel.,1
4dd35bb6-be45-4e98-bcad-f79c3352754b,AY,6888,2024-03-22,Don't forget to fuel.,1
9111a8cf-d75e-4811-9f24-e5f9256c2882,AY,5611,2023-11-28,Don't forget to fuel.,1
427f4fd6-a4e5-4ea3-bc84-26666be3766a,AY,6184,2023-02-21,Don't forget to fuel.,1
72f2abf3-ec53-4404-ab4e-f53eea1574b3,AY,5077,2024-10-13,Don't forget to fuel.,1
b6c4a140-9313-4ee5-b84b-bfa2accade9e,AY,0135,2024-09-01,Don't forget to fuel.,1
2aa15df2-80b2-42c4-9f1d-c07eb401f3c9,AY,7146,2023-04-02,Don't forget to fuel.,1
11a441c8-1564-4ec2-a262-c91405f781b5,AY,9315,2024-11-19,Don't forget to fuel.,1
5c3f92f2-ab73-46b6-8eea-e73c2844bfb4,AY,3327,2023-02-18,Don't forget to fuel.,1
a8d67dc4-1b7b-4bcf-bf73-f4dc36fe53c9,AY,6237,2023-05-12,Don't forget to fuel.,1
59c26710-d913-42b1-90fb-1b2fc2366432,AY,3975,2023-03-11,Don't forget to fuel.,1
ad3307d1-098b-43e4-9c6d-6dd814ea2316,AY,6398,2023-12-17,Don't forget to fuel.,1
6368d4e4-1e6e-4d52-b21f-c7059e4e6756,AY,6229,2023-04-09,Don't forget to fuel.,1
77662ed0-d0fa-442c-9a1d-5b182b55b61e,AY,7426,2023-06-28,Don't forget to fuel.,1
879e9816-ea00-4e1b-87c9-86523329fc58,AY,7895,2024-05-03,Don't forget to fuel.,1
6a646c2a-e9e0-4a0e-8143-53962cc38f6c,AY,7957,2023-12-14,Don't forget to fuel.,1
01542910-8a12-4295-b2f9-bd33eff61c94,AY,2778,2023-06-03,Don't forget to fuel.,1
3394968a-b418-47aa-a7bc-092a6f903c46,AY,7617,2024-06-11,Don't forget to fuel.,1
2848e21f-d454-4fe6-8d48-d4cd52524aeb,AY,0388,2024-11-22,Don't forget to fuel.,1
575dd60f-4b35-4a84-a4de-59c3d03f936e,AY,1192,2024-02-22,Don't forget to fuel.,1
491d21eb-4eb0-4db7-bc8d-1094b4805f21,AY,0344,2023-10-10,Don't forget to fuel.,1
6180f0f7-1013-4815-9aca-92b1b0f462be,AY,0482,2023-04-08,Don't forget to fuel.,1
ea1032bb-5210-4550-b1c2-65bc543d8ebd,AY,3167,2023-11-28,Don't forget to fuel.,1
775ede04-49d5-431f-8157-9d20fcb5ec5d,AY,4965,2024-08-16,Don't forget to fuel.,1
4306fef2-24e0-4b7e-889a-456e17204c1d,AY,0447,2024-07-23,Don't forget to fuel.,1
1b41ff2e-e243-4af2-a3bc-3b9d8caefc8c,AY,6533,2023-10-23,Don't forget to fuel.,1
568bbeb8-8e5a-4862-b1be-e6989c4c1b11,AY,1132,2023-04-26,Don't forget to fuel.,1
d27f7c19-6fff-4581-b87c-092f8320dc37,AY,1902,2024-09-15,Don't forget to fuel.,1
be2df816-7bbf-409f-9e9b-fb95425b5c05,AY,3824,2024-09-15,Don't forget to fuel.,1
8e618944-8659-41ac-be64-f018da7ffb4e,AY,3677,2023-01-17,Don't forget to fuel.,1
0adfe894-e79b-4107-81ed-f9d41aa81c64,AY,7766,2023-09-02,Don't forget to fuel.,1
40379534-9d2d-43b8-8847-54166590ee9d,AY,3709,2024-09-14,Don't forget to fuel.,1
3e6e81c0-5cb2-46da-bccc-3471649cbc66,AY,9900,2024-11-16,Don't forget to fuel.,1
4a59645a-749c-46e3-bca6-035ab8c3408d,AY,7090,2023-05-14,Don't forget to fuel.,1
68ef048c-6d03-471f-b34e-6078c609c97b,AY,9614,2024-04-11,Don't forget to fuel.,1
e378f125-1462-4831-a355-717086c0ed81,AY,0512,2023-07-31,Don't forget to fuel.,1
b1f7be6e-ec3e-4af0-aef3-757e4c27d99c,AY,7407,2024-09-13,Don't forget to fuel.,1
54908254-5150-42b6-af23-b7be4d7c2cc4,AY,2386,2023-09-18,Don't forget to fuel.,1
3322f782-ea9f-48ef-b8ca-b843a7a4e90c,AY,2937,2024-09-10,Don't forget to fuel.,1
13f6094d-27c0-484e-96c0-21b54e9f31e6,AY,1485,2023-09-02,Don't forget to fuel.,1
2bd4dd61-b421-4471-86a1-22a8a6cdfce6,AY,3202,2023-01-16,Don't forget to fuel.,1
d60270cf-b62c-4054-8197-e9803d9b79ce,AY,1170,2023-05-30,Don't forget to fuel.,1
ddd6bcaa-a2e5-4360-a341-a28056e51128,AY,6027,2024-05-01,Don't forget to fuel.,1
2dda9ee1-93a2-471a-a8d5-4fe3cdd42343,AY,7420,2024-05-16,Don't forget to fuel.,1
6ba0d56f-c2e6-41a2-b782-f292e8a3587f,AY,2703,2024-07-09,Don't forget to fuel.,1
f4c459a1-cb8b-4491-a558-ca4ddcd62574,AY,7977,2024-09-10,Don't forget to fuel.,1
83663a21-e34c-4417-80d9-7c7c5c330031,AY,2476,2024-09-09,Don't forget to fuel.,1
fa3fc789-5729-41ad-b376-ec557c7df331,AY,4828,2024-09-15,Don't forget to fuel.,1
7bdfe2a3-892e-4a0c-8edc-8d6df420fbf5,AY,3460,2023-04-12,Don't forget to fuel.,1
c21193a4-fd3e-4f8c-a805-13ca5b144f28,AY,8710,2023-11-11,Don't forget to fuel.,1
41785d41-8f95-4042-999e-ba511fb3145a,AY,7069,2023-03-13,Don't forget to fuel.,1
50f52fca-801b-4b84-9cde-e94154792aa7,AY,5140,2023-01-06,Don't forget to fuel.,1
87d85e6c-b1bb-4f85-b474-3bacb87f4ac7,AY,9478,2024-04-17,Don't forget to fuel.,1
5c1fd601-8fd1-4407-86e4-9e26c07637d8,AY,6492,2024-08-06,Don't forget to fuel.,1
197e712c-71e9-4e57-8606-7ed2d14c9d84,AY,6160,2023-02-27,Don't forget to fuel.,1
8240acb3-ac73-48f3-965d-73ff35082d07,AY,1597,2024-11-22,Don't forget to fuel.,1
6a2e23d2-0b7a-4912-950c-e6a1d41c5f69,AY,2495,2024-01-29,Don't forget to fuel.,1
9aa69b75-4404-4e98-82b2-6fed3c2b77ae,AY,4023,2023-01-06,Don't forget to fuel.,1
4ad3e730-30be-42f2-a2e7-81b3f9f7e4e9,AY,0194,2024-04-01,Don't forget to fuel.,1
3acd725f-3e32-496c-b905-b3d7b92a0c2d,AY,6868,2023-01-17,Don't forget to fuel.,1
3af5f07c-a22e-463f-a966-272c166ac806,AY,3830,2024-05-30,Don't forget to fuel.,1
86ec26ef-99e8-4d7e-9abd-121a5cef1cfb,AY,5849,2023-03-31,Don't forget to fuel.,1
00cbc941-1deb-48e3-9c5e-7620bf786efa,AY,9223,2024-02-14,Don't forget to fuel.,1
86cc0c97-ad7f-431d-9b61-98ef8ac4c4fb,AY,3766,2024-03-02,Don't forget to fuel.,1
56e953fc-ba83-43d4-9ece-519ea87b691f,AY,3192,2023-02-10,Don't forget to fuel.,1
2ec6d7a9-1020-4a2a-99ba-3c2f1baddffc,AY,0250,2023-01-23,Don't forget to fuel.,1
8e9409f3-1319-47ce-bc23-c0b194785d1f,AY,6897,2024-05-09,Don't forget to fuel.,1
4d15b2d5-3322-4a7c-9cd4-2009c305b3e6,AY,9691,2024-06-01,Don't forget to fuel.,1
b09d7c29-912f-442f-80fd-65da858ec7d8,AY,5386,2023-10-06,Don't forget to fuel.,1
d3e1fc0a-895e-421b-ab56-2093202871fc,AY,3599,2024-04-05,Don't forget to fuel.,1
c3245a4b-0314-4a8f-9f6c-784de4ed25b6,AY,8860,2023-07-26,Don't forget to fuel.,1
9b414653-d5a2-422a-97b6-05666a3860f3,AY,3191,2023-06-22,Don't forget to fuel.,1
002056f2-04c3-4751-99ab-76dcaacd30d5,AY,9978,2024-04-11,Don't forget to fuel.,1
8b70edd4-39c4-43a0-9aa2-9b6673c5311d,AY,6048,2024-01-07,Don't forget to fuel.,1
8f1e94be-b9c9-481d-84bf-142d4fed5f65,AY,3857,2023-04-11,Don't forget to fuel.,1
7c896111-33e6-4e4b-885b-9b4661da57a1,AY,1569,2023-10-29,Don't forget to fuel.,1
146c50d6-c505-4759-bab4-dd8b0fa14d16,AY,9093,2023-06-15,Don't forget to fuel.,1
5fd6aa76-9693-44ea-88ef-07b97d2fcc10,AY,5390,2023-08-29,Don't forget to fuel.,1
e8bf1374-8b5b-4152-a01e-39d4d00c2a1c,AY,4963,2023-07-16,Don't forget to fuel.,1
5d2484d6-211f-4ee4-9395-187cc61413ba,AY,1499,2024-01-01,Don't forget to fuel.,1
014faff8-6504-4c5b-a4cd-86e391ae1059,AY,2095,2024-11-13,Don't forget to fuel.,1
2da87dad-5509-473f-bc75-794f897feb3d,AY,4414,2024-12-12,Don't forget to fuel.,1
d0067b19-66a6-4dc5-bd06-4b5694ee2fa8,AY,2852,2023-08-23,Don't forget to fuel.,1
1254006e-64db-4fd6-ae32-f197f4103a15,AY,2052,2023-10-07,Don't forget to fuel.,1
090679e0-8816-427d-9f83-ddeefe987428,AY,6054,2023-06-12,Don't forget to fuel.,1
d6a23900-ce60-4098-9b1d-de7cb597df4c,AY,2390,2023-02-02,Don't forget to fuel.,1
0c0e9d68-3fb1-4723-80b4-e9a861e2156c,AY,9968,2024-04-27,Don't forget to fuel.,1
919f8a59-0e7d-438a-ba22-81203b8632f1,AY,2732,2023-10-27,Don't forget to fuel.,1
43ab0908-c59a-429b-bc2f-774aac0cfc81,AY,0114,2024-11-29,Don't forget to fuel.,1
923d80ff-61f2-4320-bfa8-956f8921fde3,AY,0911,2024-06-10,Don't forget to fuel.,1
02798f58-1fd1-4451-b458-9c3bfc5aa499,AY,6028,2023-05-28,Don't forget to fuel.,1
8e1b1b9c-dc43-4938-9178-c8d821a199ab,AY,0053,2023-09-15,Don't forget to fuel.,1
007c62b5-05c1-4773-b634-644c95f304a2,AY,6307,2024-06-08,Don't forget to fuel.,1
c31f1734-2e39-4aa2-b31c-02a26fa632e9,AY,4096,2023-09-18,Don't forget to fuel.,1
6be64c75-6e19-4b41-9e89-0fa8dd49debf,AY,3562,2024-02-11,Don't forget to fuel.,1
d4d6254a-62bb-4073-ab3a-8318e4cad150,AY,2373,2023-04-10,Don't forget to fuel.,1
316eb828-d28f-4d4b-acbf-ddb94a2e4622,AY,1010,2023-12-30,Don't forget to fuel.,1
4eb5a921-9aab-40e5-a61a-0ebc5cc2b1f1,AY,5432,2024-11-02,Don't forget to fuel.,1
465b72ee-58c1-4ada-be33-4ab1c00bed21,AY,0630,2024-05-19,Don't forget to fuel.,1
d7c5ceca-7c72-405b-8350-f8127f08d63e,AY,7958,2024-11-06,Don't forget to fuel.,1
2fc4cd51-d048-47de-87b9-4dac2261d46d,AY,2098,2024-01-02,Don't forget to fuel.,1
8893fc8c-cd88-42ea-9823-474898abbd1e,AY,8417,2023-09-11,Don't forget to fuel.,1
ee388f1e-9156-4ef8-9f14-cb7d7ce02674,AY,2988,2024-03-30,Don't forget to fuel.,1
6e8ce04f-01f4-4838-b662-a9c458b3ce13,AY,2720,2024-07-10,Don't forget to fuel.,1
7439049e-19a5-48e8-b7e4-1d0c619fa347,AY,9788,2023-05-04,Don't forget to fuel.,1
f11eee80-e70b-4697-9606-fe3cc3dd40eb,AY,5323,2023-08-03,Don't forget to fuel.,1
28cedcf3-fae7-4ac1-8870-a80ee4187e5f,AY,8453,2023-05-09,Don't forget to fuel.,1
ed5b3324-ceea-4763-8ab0-a985e05b4a7e,AY,5731,2024-11-28,Don't forget to fuel.,1
